keywords;acces;trash;kw_acces;kw_acces_tl;kw_acces_lots;kw_trash;kw_trash_tl;kw_trash_lots
базов;5;7;"прав - 5; заключени - 5; договор - 5; открыт - 4; арен - 4";базов+(прав/заключени/договор/открыт/арен);5;"сист - 8; открыт - 5; предложен - 5; телевиден - 4; станц - 4";базов+(сист/открыт/предложен/телевиден/станц);7
квалификационн;5;5;"отбор - 5; поставк - 5; торг - 4; wi-fi - 2; групп - 2";квалификационн+(отбор/поставк/торг/wi-fi/групп);5;"сист - 4; отбор - 4; организац - 2; прав - 2; выполнен - 2";квалификационн+(сист/отбор/организац/прав/выполнен);2
отбор;5;4;"квалификационн - 5; поставк - 5; торг - 4; wi-fi - 2; групп - 2";отбор+(квалификационн/поставк/торг/wi-fi/групп);5;"квалификационн - 4; сист - 4; демонтаж - 2; ремонт - 2; перенос - 2";отбор+(квалификационн/сист/демонтаж/ремонт/перенос);2
2023-2024;5;4;"поставщик - 3; выбор - 3; квалификационн - 2; открыт - 2; оператор - 2";2023-2024+(поставщик/выбор/квалификационн/открыт/оператор);5;"открыт - 6; предложен - 6; сист - 5; прав - 4; заключен - 4";2023-2024+(открыт/предложен/сист/прав/заключен);6
калининград;5;1;"поставк - 3; расходн - 2; материал - 2; 161409-2 - 1; wi-fi - 1";калининград+(поставк/расходн/материал/161409-2/wi-fi);4;"поставк - 1; волоконно-оптическ - 1; каб - 1";калининград+(поставк/волоконно-оптическ/каб);1
телекоммуникационн;5;3;"шкаф - 4; поставк - 3; 164676-2 - 2; комбинированн - 2; рш-атш - 2";телекоммуникационн+(шкаф/поставк/164676-2/комбинированн/рш-атш);4;"москв - 2; колодц - 2; доступ - 2; контр - 2; сист - 2";телекоммуникационн+(москв/колодц/доступ/контр/сист);2
создан;5;16;"создани - 3; объект - 2; торг - 2; поправк - 2; систем - 2";создан+(создани/объект/торг/поправк/систем);8;"сист - 15; работ - 8; выполнен - 5; предложен - 5; кабельн - 4";создан+(сист/работ/выполнен/предложен/кабельн);15
скуд;5;2;"поставк - 4; ярославл - 1; оснащен - 1; нижн - 1; новгород - 1";скуд+(поставк/ярославл/оснащен/нижн/новгород);5;"оснащен - 1; юбилейн - 1; проведен - 1; открыт - 1; предложен - 1";скуд+(оснащен/юбилейн/проведен/открыт/предложен);2
краснодар;5;4;"поставк - 3; блок - 1; торг - 1; реконструкци - 1; систем - 1";краснодар+(поставк/блок/торг/реконструкци/систем);5;"краснодарск - 7; объектах - 7; предложен - 6; крае - 6; фили - 4";краснодар+(краснодарск/объектах/предложен/крае/фили);9
huawei;5;3;"поставк - 5; нужд - 3; dwdm - 2; коммутатор - 2; сетев - 1";huawei+(поставк/нужд/dwdm/коммутатор/сетев);5;"открыт - 3; оборудован - 3; предложен - 3; работ - 2; сети - 2";huawei+(открыт/оборудован/предложен/работ/сети);3
